7/19/2023, 7:04:53 PM | ERROR | errordate{"status":500,"message":"TransactionAccount is not defined","error":{"statusCode":500},"stack":"ReferenceError: TransactionAccount is not defined\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:220:41\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 7:48:40 PM | ERROR | errordate{"status":500,"message":"Unknown column 'totalPrice' in 'field list'","error":{"name":"SequelizeDatabaseError","parent":{"code":"ER_BAD_FIELD_ERROR","errno":1054,"sqlState":"42S22","sqlMessage":"Unknown column 'totalPrice' in 'field list'","sql":"SELECT sum(`paymentAmount`) AS `paymentAmount`, sum(`balanceDue`) AS `balanceDue`, sum(`totalPrice`) AS `totalPrice` FROM `transactions` AS `transaction` WHERE `transaction`.`company_id` = 1 AND `transaction`.`createdAt` BETWEEN '2023-06-30 20:00:00' AND '2023-07-20 23:59:59';"},"original":{"code":"ER_BAD_FIELD_ERROR","errno":1054,"sqlState":"42S22","sqlMessage":"Unknown column 'totalPrice' in 'field list'","sql":"SELECT sum(`paymentAmount`) AS `paymentAmount`, sum(`balanceDue`) AS `balanceDue`, sum(`totalPrice`) AS `totalPrice` FROM `transactions` AS `transaction` WHERE `transaction`.`company_id` = 1 AND `transaction`.`createdAt` BETWEEN '2023-06-30 20:00:00' AND '2023-07-20 23:59:59';"},"sql":"SELECT sum(`paymentAmount`) AS `paymentAmount`, sum(`balanceDue`) AS `balanceDue`, sum(`totalPrice`) AS `totalPrice` FROM `transactions` AS `transaction` WHERE `transaction`.`company_id` = 1 AND `transaction`.`createdAt` BETWEEN '2023-06-30 20:00:00' AND '2023-07-20 23:59:59';","statusCode":500},"stack":"SequelizeDatabaseError: Unknown column 'totalPrice' in 'field list'\n    at Query.formatError (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\dialects\\mysql\\query.js:265:16)\n    at Query.run (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\dialects\\mysql\\query.js:77:18)\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)\n    at async D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\sequelize.js:619:16\n    at async MySQLQueryInterface.select (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\dialects\\abstract\\query-interface.js:953:12)\n    at async Function.findAll (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\model.js:1753:21)\n    at async Promise.all (index 1)\n    at async Function.findAndCountAll (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\model.js:2085:27)\n    at async D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:200:30"} |
7/19/2023, 7:55:02 PM | ERROR | errordate{"status":500,"message":"transactionsInfo.reduce is not a function","error":{"statusCode":500},"stack":"TypeError: transactionsInfo.reduce is not a function\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:216:40\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 7:56:41 PM | ERROR | errordate{"status":500,"message":"transactionsInfo.reduce is not a function","error":{"statusCode":500},"stack":"TypeError: transactionsInfo.reduce is not a function\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:217:40\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 7:56:55 PM | ERROR | errordate{"status":500,"message":"transactionsInfo.reduce is not a function","error":{"statusCode":500},"stack":"TypeError: transactionsInfo.reduce is not a function\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:217:40\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 7:58:38 PM | ERROR | errordate{"status":500,"message":"Unknown column 'totalprice' in 'field list'","error":{"name":"SequelizeDatabaseError","parent":{"code":"ER_BAD_FIELD_ERROR","errno":1054,"sqlState":"42S22","sqlMessage":"Unknown column 'totalprice' in 'field list'","sql":"SELECT sum(`paymentAmount`) AS `paymentAmount`, sum(`balanceDue`) AS `balanceDue`, sum(`price`) AS `price`, `totalprice` FROM `transactions` AS `transaction` WHERE `transaction`.`company_id` = 1 AND `transaction`.`createdAt` BETWEEN '2023-06-30 20:00:00' AND '2023-07-20 23:59:59';"},"original":{"code":"ER_BAD_FIELD_ERROR","errno":1054,"sqlState":"42S22","sqlMessage":"Unknown column 'totalprice' in 'field list'","sql":"SELECT sum(`paymentAmount`) AS `paymentAmount`, sum(`balanceDue`) AS `balanceDue`, sum(`price`) AS `price`, `totalprice` FROM `transactions` AS `transaction` WHERE `transaction`.`company_id` = 1 AND `transaction`.`createdAt` BETWEEN '2023-06-30 20:00:00' AND '2023-07-20 23:59:59';"},"sql":"SELECT sum(`paymentAmount`) AS `paymentAmount`, sum(`balanceDue`) AS `balanceDue`, sum(`price`) AS `price`, `totalprice` FROM `transactions` AS `transaction` WHERE `transaction`.`company_id` = 1 AND `transaction`.`createdAt` BETWEEN '2023-06-30 20:00:00' AND '2023-07-20 23:59:59';","statusCode":500},"stack":"SequelizeDatabaseError: Unknown column 'totalprice' in 'field list'\n    at Query.formatError (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\dialects\\mysql\\query.js:265:16)\n    at Query.run (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\dialects\\mysql\\query.js:77:18)\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)\n    at async D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\sequelize.js:619:16\n    at async MySQLQueryInterface.select (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\dialects\\abstract\\query-interface.js:953:12)\n    at async Function.findAll (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\model.js:1753:21)\n    at async Promise.all (index 1)\n    at async Function.findAndCountAll (D:\\GitHub\\Alsham-Office-CRM-Backend\\node_modules\\sequelize\\lib\\model.js:2085:27)\n    at async D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:200:30"} |
7/19/2023, 7:59:06 PM | ERROR | errordate{"status":500,"message":"transactionsInfo.forEach is not a function","error":{"statusCode":500},"stack":"TypeError: transactionsInfo.forEach is not a function\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:219:18\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 8:03:56 PM | ERROR | errordate{"status":500,"message":"Cannot read properties of undefined (reading 'dataValues')","error":{"statusCode":500},"stack":"TypeError: Cannot read properties of undefined (reading 'dataValues')\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:218:57\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 8:05:09 PM | ERROR | errordate{"status":500,"message":"Cannot read properties of undefined (reading 'dataValues')","error":{"statusCode":500},"stack":"TypeError: Cannot read properties of undefined (reading 'dataValues')\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:218:52\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 8:11:15 PM | ERROR | errordate{"status":500,"message":"price is not defined","error":{"statusCode":500},"stack":"ReferenceError: price is not defined\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:259:141\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
7/19/2023, 8:18:59 PM | ERROR | errordate{"status":500,"message":"Cannot read properties of undefined (reading 'dataValues')","error":{"statusCode":500},"stack":"TypeError: Cannot read properties of undefined (reading 'dataValues')\n    at D:\\GitHub\\Alsham-Office-CRM-Backend\\modules\\transactions\\controller\\transaction.controller.js:218:57\n    at processTicksAndRejections (node:internal/process/task_queues:96:5)"} |
